income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
28927,25,0.16,707,business,0
51608,9,0.67,720,education,0
45217,1,0.5,496,business,1
59396,13,0.56,744,personal,0
48801,7,0.48,689,education,0
53076,22,0.49,656,home,0
25649,26,0.56,752,education,0
78326,9,0.83,657,car,1
47536,24,0.12,595,home,0
60463,17,0.74,545,car,1
37458,14,0.41,641,education,0
54620,4,0.7,641,education,1
30457,21,0.86,530,business,1
56781,12,0.35,624,education,0
44660,17,0.17,757,home,0
50437,1,0.29,685,car,0
60469,12,0.28,555,personal,0
31511,29,0.69,671,car,0
39732,13,0.15,699,business,0
56859,9,0.14,722,personal,0
81473,29,0.65,690,personal,0
47928,3,0.55,731,education,0
58867,14,0.43,702,business,0
48395,7,0.56,632,business,0
79133,14,0.69,673,education,0
23791,13,0.18,633,home,0
51419,28,0.54,678,education,0
25616,26,0.76,701,business,0
12401,20,0.39,644,personal,0
54461,8,0.71,671,home,0
52092,19,0.78,616,business,1
45727,2,0.76,628,business,1
48407,25,0.62,645,education,0
96474,14,0.67,610,car,1
46127,23,0.73,742,business,0
57651,16,0.69,691,car,0
40259,24,0.46,701,home,0
54428,15,0.23,689,personal,0
46426,3,0.35,661,car,0
43842,10,0.27,564,car,0
77283,24,0.39,728,car,0
67657,7,0.49,795,car,0
52051,2,0.87,696,car,1
15436,18,0.87,594,home,1
44584,13,0.72,691,business,0
90545,8,0.88,594,personal,1
46540,2,0.9,616,business,1
66548,3,0.81,480,home,1
71629,24,0.16,745,home,0
53284,27,0.44,672,car,0
37372,3,0.53,690,home,0
13470,10,0.2,705,home,0
60262,18,0.75,683,car,1
37778,29,0.22,718,home,0
52642,15,0.41,745,home,0
31252,22,0.16,647,home,0
46021,21,0.52,533,education,1
50505,16,0.58,590,business,1
54028,29,0.69,693,education,0
33277,9,0.37,578,business,0
67953,23,0.57,645,car,0
41046,16,0.69,825,car,0
24882,15,0.71,723,business,0
48364,19,0.34,509,business,0
50515,21,0.15,813,personal,0
52408,5,0.13,745,business,0
70431,6,0.71,696,business,0
46453,13,0.41,659,car,0
48205,10,0.21,553,car,0
33452,11,0.25,623,home,0
62308,13,0.71,511,home,1
52764,4,0.58,716,car,0
43699,4,0.5,662,home,0
21429,19,0.6,597,education,1
71666,21,0.21,720,education,0
31584,22,0.36,673,home,0
41130,25,0.4,764,home,0
55375,14,0.35,618,business,0
32051,25,0.79,747,business,0
27597,0,0.57,665,education,1
18140,24,0.68,595,education,1
60814,29,0.29,691,business,0
41822,23,0.31,655,business,0
93909,22,0.28,681,business,0
35084,8,0.65,580,home,1
36178,2,0.38,488,car,1
41519,25,0.42,615,education,0
53647,3,0.67,690,personal,0
42946,15,0.88,687,business,1
59184,6,0.23,618,home,0
35321,21,0.15,666,education,0
29276,13,0.26,622,business,0
23026,15,0.69,640,home,1
16646,28,0.26,738,education,0
42228,17,0.57,556,education,1
45485,15,0.57,782,personal,0
40528,15,0.34,662,personal,0
68651,1,0.15,791,education,0
68420,9,0.42,780,home,0
44977,6,0.25,490,business,0
23091,24,0.25,662,business,0
41499,26,0.52,581,education,0
41002,14,0.64,640,business,0
40142,27,0.16,682,personal,0
39534,8,0.56,751,business,0
40198,6,0.3,574,car,0
44201,26,0.64,827,personal,0
40466,23,0.75,609,personal,1
53124,15,0.75,555,education,1
55405,25,0.4,726,education,0
36340,2,0.55,658,business,0
69065,16,0.73,804,business,0
35299,22,0.15,581,education,0
25732,7,0.58,662,home,0
55711,1,0.77,738,business,1
37738,24,0.4,590,home,0
54819,19,0.46,739,personal,0
13944,25,0.66,677,car,0
70886,26,0.15,579,home,0
60084,24,0.41,738,business,0
27492,28,0.34,636,education,0
27818,2,0.11,733,education,0
75083,7,0.26,600,car,0
38939,26,0.42,548,car,0
37487,1,0.26,619,personal,0
16009,29,0.58,641,home,0
44738,18,0.46,663,car,0
46584,16,0.13,687,personal,0
60732,4,0.32,787,personal,0
29013,19,0.12,642,personal,0
27195,28,0.39,774,business,0
56764,16,0.31,721,car,0
65100,9,0.65,644,education,0
26432,8,0.35,671,personal,0
66222,21,0.4,677,education,0
50563,5,0.68,721,business,0
66377,29,0.48,732,home,0
48946,10,0.55,551,business,1
12165,1,0.77,718,business,1
47720,29,0.27,678,car,0
65902,22,0.89,677,personal,1
36593,11,0.82,640,business,1
44180,11,0.33,699,personal,0
47357,15,0.81,712,education,1
10000,24,0.7,657,home,1
75070,21,0.84,721,home,1
36479,26,0.65,605,education,1
57586,23,0.64,650,car,0
48699,11,0.1,675,education,0
68864,20,0.48,628,education,0
56090,17,0.26,626,car,0
46476,12,0.36,584,car,0
36597,14,0.88,680,business,1
61967,15,0.17,786,personal,0
21898,3,0.68,692,home,0
59688,11,0.24,638,car,0
33514,16,0.11,742,car,0
68784,0,0.5,647,business,1
52419,21,0.23,702,business,0
59661,17,0.87,689,personal,1
51229,21,0.26,545,car,0
23714,15,0.25,657,car,0
37089,0,0.13,800,business,0
60085,26,0.36,612,education,0
52499,9,0.12,761,personal,0
67714,18,0.5,720,car,0
56049,15,0.5,618,home,0
35499,13,0.14,657,home,0
38059,24,0.29,582,business,0
51543,1,0.77,716,home,1
15289,23,0.47,583,business,0
75101,5,0.45,685,education,0
56626,27,0.66,784,business,0
68405,21,0.67,611,car,1
26290,22,0.71,681,home,0
68668,4,0.76,552,car,1
83472,11,0.29,659,home,0
30186,26,0.15,586,home,0
61571,3,0.4,674,business,0
50016,21,0.78,619,personal,1
26833,23,0.16,587,home,0
57393,3,0.56,647,home,0
62504,4,0.66,471,personal,1
40983,6,0.49,583,car,0
67488,5,0.3,822,home,0
24998,12,0.36,640,business,0
27578,3,0.16,623,personal,0
52048,12,0.33,683,personal,0
50380,3,0.14,731,home,0
39251,9,0.68,772,car,0
62143,19,0.82,653,car,1
57963,0,0.61,643,education,1
62872,20,0.63,685,education,0
48152,7,0.48,662,business,0
59038,6,0.22,646,home,0
43315,4,0.11,700,car,0
80807,2,0.38,699,education,0
37811,14,0.7,662,home,0
81579,26,0.87,827,home,0
50523,16,0.44,791,car,0
29367,28,0.39,697,home,0
70521,22,0.46,739,personal,0
51888,12,0.44,611,education,0
62766,14,0.6,660,business,0
68357,26,0.69,709,education,0
55069,18,0.73,755,home,0
41116,19,0.62,585,personal,1
64635,13,0.45,612,education,0
50011,20,0.86,663,car,1
60287,12,0.67,765,personal,0
17694,11,0.44,663,education,0
56704,23,0.46,738,home,0
40421,28,0.75,647,car,1
74799,22,0.45,709,home,0
59346,8,0.51,582,home,0
53597,26,0.33,605,car,0
57294,2,0.77,640,personal,1
35023,29,0.52,574,education,0
74348,10,0.54,570,personal,1
79870,9,0.8,626,car,1
55893,0,0.84,552,education,1
73856,16,0.76,645,car,1
41462,27,0.15,673,business,0
38043,25,0.45,594,business,0
50613,12,0.37,628,personal,0
56524,13,0.27,626,car,0
44090,0,0.83,761,education,1
58066,1,0.81,661,personal,1
54595,1,0.47,807,business,0
35025,6,0.21,621,business,0
57781,8,0.11,620,business,0
62952,23,0.45,730,personal,0
52572,3,0.13,473,education,0
67289,1,0.59,704,business,0
31738,18,0.59,643,personal,0
57019,25,0.82,657,personal,1
32445,4,0.25,626,home,0
33288,8,0.4,691,home,0
40536,23,0.79,520,education,1
35869,12,0.48,597,business,0
41780,11,0.15,787,home,0
46787,29,0.19,654,education,0
62557,18,0.75,567,home,1
45182,8,0.69,654,business,0
26215,9,0.8,702,personal,1
67101,18,0.2,656,business,0
37443,9,0.71,642,home,1
49119,11,0.62,608,business,1
56698,13,0.29,561,personal,0
52994,7,0.88,519,car,1
66412,15,0.56,591,personal,0
57185,16,0.83,741,home,0
37080,19,0.79,620,personal,1
82678,3,0.37,638,education,0
52915,5,0.53,543,business,1
47789,11,0.45,650,car,0
64458,27,0.67,621,car,1
53741,17,0.57,626,business,0
55988,6,0.73,608,business,1
87382,4,0.11,609,education,0
45873,9,0.65,632,personal,1
45233,5,0.36,647,car,0
51748,26,0.28,491,home,0
66072,13,0.74,532,business,1
27401,5,0.17,613,business,0
20516,29,0.28,714,car,0
41193,13,0.26,550,business,0
25491,11,0.44,690,car,0
43627,29,0.36,765,home,0
57537,26,0.68,631,home,1
36638,21,0.66,618,car,1
28597,25,0.36,687,business,0
51040,11,0.45,657,education,0
62938,7,0.27,606,education,0
24575,9,0.64,669,personal,0
62303,15,0.42,601,education,0
62259,19,0.21,746,business,0
64311,25,0.2,634,education,0
68277,7,0.36,679,personal,0
83030,8,0.7,766,home,0
44658,12,0.12,637,car,0
51643,28,0.31,597,education,0
43753,19,0.23,609,car,0
50029,16,0.87,649,car,1
72993,18,0.66,639,home,0
29824,16,0.29,637,personal,0
37084,6,0.27,674,business,0
70657,27,0.79,658,business,1
65300,0,0.25,617,business,0
44553,26,0.9,650,personal,1
62816,19,0.33,601,personal,0
55118,28,0.17,616,personal,0
72504,13,0.65,486,education,1
51117,16,0.59,591,car,1
65384,12,0.9,707,personal,1
89630,28,0.74,694,personal,0
58971,1,0.44,701,education,0
50739,26,0.64,679,car,0
60836,13,0.75,616,business,1
44520,0,0.51,561,home,1
85819,28,0.32,627,personal,0
52701,4,0.27,433,personal,1
45906,6,0.34,729,home,0
37464,18,0.78,664,personal,1
66458,13,0.4,709,personal,0
63007,23,0.33,614,personal,0
42539,13,0.74,537,home,1
58646,14,0.13,662,education,0
27371,4,0.58,662,education,0
52774,4,0.8,640,home,1
56791,28,0.43,669,education,0
75609,20,0.32,616,business,0
38437,23,0.49,663,business,0
30824,1,0.67,682,home,1
36568,17,0.51,767,car,0
29951,29,0.11,703,personal,0
70049,27,0.16,563,car,0
73229,23,0.68,622,personal,1
54803,8,0.42,590,education,0
68319,26,0.73,745,education,0
52009,27,0.62,615,business,1
48573,9,0.57,631,car,0
45004,25,0.82,642,home,1
45344,17,0.12,678,personal,0
26782,3,0.22,566,education,0
53963,7,0.6,649,personal,0
49394,17,0.15,715,home,0
61180,19,0.62,626,personal,0
51402,25,0.89,778,business,0
47559,28,0.8,588,home,1
36932,28,0.57,614,home,0
51082,16,0.82,704,personal,1
61073,15,0.19,652,personal,0
32849,17,0.46,633,education,0
51312,6,0.44,571,personal,0
53495,0,0.37,609,home,0
39229,27,0.1,778,personal,0
41182,0,0.81,672,education,1
53459,17,0.72,690,car,0
32998,3,0.62,606,business,1
55248,22,0.2,663,home,0
36569,19,0.4,630,education,0
65942,20,0.84,562,business,1
85067,19,0.59,598,personal,1
37088,3,0.58,613,personal,0
58013,24,0.83,796,car,0
39098,5,0.55,780,personal,0
65614,27,0.58,532,business,1
31021,2,0.38,592,education,0
57208,5,0.4,637,car,0
36905,12,0.65,651,business,0
46895,22,0.36,640,education,0
34534,6,0.55,779,business,0
62335,23,0.32,616,personal,0
37445,28,0.23,777,business,0
58279,3,0.46,717,car,0
44838,0,0.27,645,business,0
48282,5,0.82,604,home,1
52216,23,0.34,603,personal,0
38572,4,0.58,785,business,0
53155,12,0.31,700,education,0
72955,18,0.31,670,personal,0
38328,3,0.38,496,education,1
67577,23,0.83,615,car,1
72471,5,0.41,624,home,0
37757,12,0.76,665,business,1
28174,28,0.26,640,personal,0
54529,4,0.14,623,business,0
41788,12,0.73,672,business,1
78029,24,0.53,712,personal,0
50522,9,0.5,608,home,0
37967,2,0.32,580,home,0
32792,22,0.16,610,car,0
66348,24,0.49,582,personal,0
41432,26,0.79,631,personal,1
50657,12,0.2,790,education,0
64337,26,0.84,626,education,1
42736,11,0.32,572,education,0
49311,3,0.53,619,home,0
49751,9,0.15,759,car,0
60249,25,0.44,630,car,0
58861,2,0.2,593,business,0
46698,16,0.14,528,car,0
50954,8,0.87,626,education,1
44423,28,0.68,548,personal,1
27835,0,0.68,665,business,1
53864,17,0.17,620,home,0
78382,8,0.84,503,car,1
36744,20,0.48,766,personal,0
38404,19,0.78,799,education,0
36939,24,0.11,667,home,0
60868,8,0.34,757,home,0
56727,1,0.9,666,car,1
47621,18,0.44,513,personal,1
36229,27,0.81,632,education,1
51385,15,0.36,605,education,0
26530,2,0.52,545,education,1
52151,15,0.78,650,education,1
63072,20,0.58,597,car,1
31232,12,0.68,663,car,0
27012,2,0.28,701,personal,0
73691,9,0.22,768,business,0
40823,21,0.28,647,car,0
67039,17,0.49,571,education,0
47690,5,0.74,612,personal,1
47570,5,0.38,620,education,0
56576,17,0.55,810,car,0
36740,5,0.74,642,personal,1
51987,5,0.29,685,education,0
44277,21,0.81,726,business,0
30192,27,0.86,746,home,0
55062,12,0.13,664,home,0
46050,13,0.15,625,education,0
47644,20,0.17,615,home,0
31847,6,0.72,560,business,1
73871,12,0.25,712,business,0
63150,14,0.68,841,education,0
64462,11,0.45,744,business,0
45418,20,0.77,651,home,1
24062,26,0.75,560,education,1
79293,0,0.87,611,home,1
49083,27,0.3,678,business,0
38768,24,0.28,626,business,0
56252,2,0.13,641,personal,0
67506,17,0.43,676,car,0
49654,25,0.47,664,car,0
69178,21,0.87,812,education,0
66244,7,0.76,809,home,0
33854,1,0.23,628,car,0
39893,3,0.74,722,education,0
64363,17,0.24,552,business,0
10000,27,0.16,715,car,0
47758,27,0.77,683,home,1
28537,24,0.88,586,personal,1
42851,25,0.17,730,personal,0
45517,12,0.75,578,car,1
44626,14,0.79,640,personal,1
41716,1,0.2,660,education,0
33542,9,0.33,531,home,0
84378,1,0.69,661,business,1
78011,29,0.75,586,home,1
32569,28,0.38,621,business,0
73731,20,0.23,643,personal,0
44008,11,0.62,531,education,1
51937,4,0.66,614,business,1
49050,11,0.5,637,personal,0
40103,22,0.22,624,business,0
64757,0,0.78,583,car,1
51888,27,0.62,555,home,1
42851,1,0.8,578,education,1
30431,26,0.85,514,personal,1
36596,15,0.74,590,education,1
25379,26,0.87,735,home,1
50183,21,0.86,541,business,1
32050,1,0.6,713,business,0
46016,15,0.68,556,education,1
70551,19,0.66,685,business,0
67989,25,0.6,834,business,0
49515,15,0.12,691,business,0
48693,5,0.38,636,car,0
78198,12,0.18,638,personal,0
57811,11,0.34,712,personal,0
45082,22,0.15,677,home,0
28609,9,0.84,668,business,1
55908,4,0.46,617,education,0
62439,7,0.25,673,business,0
40525,5,0.57,524,home,1
54368,4,0.26,608,business,0
44546,19,0.74,775,car,0
47239,21,0.34,711,home,0
12682,5,0.35,640,personal,0
46673,21,0.8,573,personal,1
64540,16,0.55,790,car,0
40528,5,0.81,606,personal,1
50787,16,0.43,582,car,0
38660,4,0.38,662,personal,0
55406,22,0.5,612,personal,0
46752,16,0.15,509,business,0
35911,28,0.22,549,home,0
69988,16,0.28,636,personal,0
63933,28,0.75,570,home,1
40926,12,0.69,541,home,1
57466,21,0.25,547,personal,0
58061,6,0.32,636,home,0
59634,21,0.86,640,car,1
24586,20,0.17,708,education,0
65099,5,0.54,565,car,1
41454,28,0.52,637,personal,0
44632,13,0.68,603,car,1
89568,15,0.31,688,education,0
54528,2,0.85,651,car,1
44205,8,0.43,674,home,0
16920,14,0.33,736,personal,0
70846,20,0.37,663,home,0
29821,17,0.38,726,home,0
34948,29,0.26,558,personal,0
45029,29,0.84,547,personal,1
71246,27,0.24,742,business,0
61598,9,0.81,669,education,1
47632,9,0.42,691,home,0
54624,22,0.32,731,home,0
40994,2,0.26,596,personal,0
52094,0,0.5,606,personal,1
51100,2,0.64,707,car,0
64531,24,0.82,625,home,1
64507,4,0.62,611,home,1
57409,6,0.49,561,personal,0
44564,2,0.13,712,home,0
61127,3,0.83,611,education,1
48620,16,0.82,711,business,1
33771,2,0.4,684,personal,0
43950,22,0.12,747,personal,0
51267,3,0.69,531,home,1
63653,1,0.73,449,business,1
47247,13,0.53,772,business,0
31862,4,0.42,720,personal,0
50851,20,0.78,578,personal,1
51701,1,0.25,592,personal,0
52787,14,0.45,653,education,0
63798,10,0.12,635,home,0
65283,21,0.23,603,education,0
41086,9,0.85,590,personal,1
40757,19,0.56,616,business,0
34397,29,0.74,684,home,0
60482,0,0.49,651,home,1
71732,18,0.77,615,personal,1
45273,13,0.53,603,personal,0
46378,24,0.1,800,personal,0
72001,25,0.82,609,personal,1
57583,22,0.22,686,personal,0
56543,28,0.46,822,personal,0
32136,21,0.48,698,home,0
60180,13,0.14,683,education,0
36062,0,0.14,736,business,0
32989,24,0.71,747,personal,0
44798,28,0.34,648,business,0
41213,8,0.43,557,home,0
46676,16,0.55,639,business,0
28385,13,0.4,690,home,0
64382,12,0.72,625,car,1
66915,12,0.81,633,education,1
20789,5,0.15,763,car,0
64676,6,0.61,704,home,0
37842,1,0.35,691,car,0
62854,25,0.57,577,home,1
48973,7,0.49,632,car,0
50431,23,0.37,676,home,0
47223,5,0.18,695,education,0
68181,24,0.55,761,education,0
31406,2,0.19,696,education,0
59117,17,0.22,612,home,0
66519,17,0.89,781,business,0
60745,21,0.35,630,car,0
84870,22,0.57,714,car,0
42065,5,0.32,609,car,0
64359,10,0.79,595,car,1
48408,2,0.33,555,education,0
68501,15,0.39,560,business,0
49884,4,0.59,616,car,0
44181,23,0.8,741,business,0
69591,21,0.75,668,home,1
42626,1,0.31,525,home,1
28809,14,0.76,708,car,0
42247,15,0.66,649,personal,0
59285,6,0.89,756,education,0
70880,15,0.85,615,car,1
51666,23,0.53,586,education,0
69772,3,0.7,771,car,0
29627,27,0.56,720,education,0
43351,15,0.58,530,personal,1
45671,16,0.18,675,personal,0
48281,1,0.1,530,home,0
51261,15,0.14,716,car,0
60363,3,0.87,572,personal,1
43327,6,0.2,562,personal,0
52085,17,0.14,747,car,0
49323,5,0.35,678,car,0
36111,17,0.57,701,home,0
48294,27,0.86,616,personal,1
47845,6,0.66,644,education,0
47523,1,0.32,759,car,0
50476,18,0.85,672,car,1
51135,8,0.13,813,car,0
43515,28,0.88,636,car,1
69090,3,0.15,717,personal,0
32457,13,0.7,727,education,0
39185,4,0.14,663,home,0
91699,24,0.85,745,business,0
34430,6,0.19,612,personal,0
29693,7,0.14,710,personal,0
61017,14,0.81,577,business,1
18843,26,0.18,561,business,0
46470,18,0.74,652,car,1
82187,26,0.7,640,education,1
26825,10,0.58,572,personal,1
20270,19,0.4,703,personal,0
27512,22,0.83,759,home,0
63475,3,0.8,627,business,1
66871,17,0.44,722,business,0
42311,13,0.29,605,personal,0
60248,25,0.32,636,business,0
70853,5,0.28,646,car,0
76810,24,0.53,708,home,0
46304,15,0.79,644,personal,1
15477,17,0.72,510,home,1
37686,0,0.74,733,car,1
43597,7,0.46,657,home,0
46115,0,0.36,489,business,1
47182,0,0.71,749,personal,1
66783,18,0.73,753,home,0
69116,20,0.66,574,education,1
47424,28,0.13,550,personal,0
66477,27,0.57,729,home,0
55364,24,0.38,730,personal,0
50967,26,0.26,683,home,0
63598,9,0.66,618,home,1
51083,17,0.31,594,business,0
80867,11,0.83,692,home,1
28423,27,0.34,605,education,0
42272,16,0.54,605,business,0
48102,0,0.76,704,education,1
56591,7,0.42,718,education,0
69019,9,0.76,755,car,0
49634,25,0.68,522,education,1
28666,9,0.84,615,home,1
62637,17,0.36,626,personal,0
61324,28,0.18,648,business,0
20872,8,0.44,560,business,0
49942,24,0.73,689,business,0
26147,1,0.46,782,personal,0
40030,2,0.31,566,education,0
36457,1,0.12,663,car,0
62138,5,0.35,737,home,0
51752,22,0.67,633,business,1
30716,11,0.22,598,home,0
63200,21,0.37,662,education,0
28492,18,0.12,701,car,0
54951,27,0.68,561,business,1
37789,14,0.8,722,education,0
44514,18,0.55,635,car,0
57564,11,0.12,603,business,0
57821,17,0.27,542,education,0
70054,15,0.45,604,home,0
48766,1,0.57,607,personal,1
54596,10,0.5,566,business,0
43433,11,0.83,683,car,1
52729,4,0.85,660,car,1
56592,26,0.19,718,personal,0
48525,26,0.21,700,personal,0
22943,23,0.39,605,education,0
54972,5,0.44,628,personal,0
55468,24,0.57,597,business,0
39797,10,0.72,538,personal,1
30734,20,0.21,676,business,0
72138,9,0.74,661,home,1
57371,3,0.59,607,personal,0
46563,8,0.88,706,home,1
32944,11,0.62,626,car,0
37672,9,0.67,736,personal,0
69538,26,0.26,639,car,0
52064,13,0.72,559,home,1
41741,4,0.16,756,car,0
57645,0,0.63,675,home,1
37784,4,0.14,583,education,0
72512,15,0.19,621,home,0
70292,4,0.19,591,education,0
43001,4,0.14,719,car,0
40569,28,0.36,504,home,0
10728,17,0.9,669,education,1
27776,28,0.38,529,home,0
29907,5,0.71,518,business,1
52027,20,0.21,678,business,0
45106,17,0.46,565,car,0
29819,27,0.25,698,business,0
45782,9,0.25,717,personal,0
57580,14,0.18,618,education,0
57917,29,0.45,684,personal,0
21504,23,0.16,753,business,0
48076,21,0.83,582,car,1
29249,10,0.46,710,personal,0
63525,25,0.77,595,car,1
61762,27,0.88,650,home,1
36529,26,0.64,606,personal,1
38509,18,0.82,609,home,1
43080,24,0.21,624,personal,0
16208,12,0.76,608,education,1
55039,26,0.32,640,car,0
45907,26,0.48,731,home,0
64552,29,0.62,553,business,1
33523,19,0.82,680,personal,1
40713,2,0.83,574,home,1
27402,15,0.17,578,personal,0
